Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Views,Likes,Comments,Licensed,official_video
Gorillaz,Feel Good Inc.,Demon Days,album,1040234854.0,0.818,0.705,F# / Gb,-6.679,0.177,0.00836,0.613,0.772,138.559,Allegro,222640.0,693555221.0,6220896.0,169907.0,True,True
Gorillaz,Rhinestone Eyes,Plastic Beach,album,310083733.0,0.676,0.703,G# / Ab,-5.815,0.0302,0.0869,0.0463,0.852,92.761,Andante,200173.0,72011645.0,1079128.0,31003.0,True,True
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,63063467.0,0.695,0.923,C# / Db,-3.93,0.0522,0.0425,0.116,0.551,108.014,Andante,215150.0,8435055.0,282142.0,7399.0,True,True
Gorillaz,On Melancholy Hill,Plastic Beach,album,434663559.0,0.689,0.739,D,-5.81,0.026,1.51e-05,0.064,0.578,120.423,Moderato / Allegretto,233867.0,211754952.0,1788577.0,55229.0,True,True
Gorillaz,Clint Eastwood,Gorillaz,album,617259738.0,0.663,0.694,A# / Bb,-8.627,0.171,0.0253,0.0698,0.525,167.953,Vivace,340920.0,618480958.0,6197318.0,155930.0,True,True
Gorillaz,DARE,Demon Days,album,323850327.0,0.76,0.891,B,-5.852,0.0372,0.0229,0.298,0.966,120.264,Moderato / Allegretto,245000.0,259021161.0,1844658.0,72008.0,True,True
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,10666154.0,0.716,0.897,E,-7.185,0.0629,0.012,0.325,0.358,127.03,Allegro,274142.0,451996.0,11686.0,241.0,False,True
Gorillaz,She's My Collar (feat. Kali Uchis),Humanz (Deluxe),album,159605929.0,0.726,0.815,B,-5.886,0.0313,0.00799,0.112,0.462,140.158,Allegro,209560.0,1010982.0,17675.0,260.0,False,False
Gorillaz,Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),single,42671901.0,0.741,0.913,D,-3.34,0.0465,0.00343,0.325,0.643,120.012,Moderato / Allegretto,213750.0,24459820.0,739527.0,20296.0,True,True
Gorillaz,Dirty Harry,Demon Days,album,191074713.0,0.625,0.877,A# / Bb,-7.176,0.162,0.0315,0.672,0.865,192.296,Presto,230426.0,154761056.0,1386920.0,39240.0,True,True
Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),album,1055738398.0,0.592,0.767,A,-2.788,0.027,0.0021,0.127,0.328,96.483,Andante,329733.0,1018811259.0,4394471.0,121452.0,True,True
Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),album,1061750522.0,0.559,0.345,E,-13.496,0.0459,0.0576,0.141,0.458,84.581,Andante,264307.0,246687714.0,1213572.0,32761.0,True,True
Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),album,866464951.0,0.618,0.938,A,-3.442,0.0456,0.0179,0.167,0.875,91.455,Andante,269000.0,336635759.0,1740224.0,32573.0,True,True
Red Hot Chili Peppers,Scar Tissue,Californication (Deluxe Edition),album,613838674.0,0.595,0.717,C,-4.803,0.0295,0.0779,0.108,0.547,88.969,Andante,215907.0,435121530.0,1890900.0,37069.0,True,True
Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),album,732774515.0,0.458,0.795,C,-3.265,0.0574,0.00316,0.0756,0.513,123.229,Allegro,255373.0,673528656.0,3140356.0,60091.0,True,True
Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,860722316.0,0.427,0.9,B,-3.674,0.0499,0.116,0.119,0.599,104.655,Andante,334667.0,320871237.0,1272266.0,37004.0,True,True
Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,550067391.0,0.556,0.913,C,-2.36,0.0437,0.0193,0.346,0.73,96.184,Andante,282160.0,324228662.0,1456622.0,49461.0,True,True
Red Hot Chili Peppers,By the Way,By the Way (Deluxe Edition),album,367485508.0,0.451,0.97,C,-4.938,0.107,0.0264,0.102,0.198,122.444,Allegro,216933.0,179005296.0,784717.0,20084.0,True,True
Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik (Deluxe Edition),album,301947159.0,0.666,0.936,G,-9.919,0.0476,0.00244,0.153,0.776,91.577,Andante,282907.0,86637926.0,434837.0,16029.0,True,True
Red Hot Chili Peppers,Dark Necessities,The Getaway,album,385677873.0,0.7,0.742,F,-6.777,0.0716,0.0722,0.11,0.197,91.959,Andante,302000.0,440037964.0,2094182.0,56516.0,True,True
50 Cent,In Da Club,Get Rich Or Die Tryin',album,1041736808.0,0.902,0.72,F# / Gb,-2.776,0.347,0.26,0.0749,0.805,90.059,Andante,193467.0,1682616458.0,10481678.0,296745.0,True,True
50 Cent,Candy Shop,The Massacre,album,701248893.0,0.614,0.574,B,-7.961,0.466,0.0253,0.38,0.755,125.173,Allegro,209107.0,838974650.0,5014527.0,113251.0,True,True
50 Cent,Just A Lil Bit,The Massacre,album,395155110.0,0.489,0.692,C# / Db,-6.672,0.41,0.0322,0.315,0.527,96.946,Andante,237707.0,476133463.0,2523312.0,42075.0,True,True
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,541728561.0,0.7,0.758,A# / Bb,-3.012,0.342,0.0444,0.0401,0.889,78.693,Andante,249467.0,572659065.0,3334710.0,60552.0,True,True
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',album,332175400.0,0.653,0.826,F# / Gb,-2.93,0.354,0.0153,0.131,0.416,108.52,Andante,256227.0,441155628.0,2765887.0,84117.0,True,True
50 Cent,Disco Inferno,The Massacre,album,202477187.0,0.925,0.659,D# / Eb,-4.763,0.231,0.206,0.279,0.71,97.018,Andante,214227.0,39825951.0,382791.0,12038.0,True,True
50 Cent,21 Questions,Get Rich Or Die Tryin',album,446003044.0,0.576,0.807,F# / Gb,-3.908,0.317,0.353,0.0512,0.908,90.012,Andante,224427.0,503248572.0,2759199.0,54805.0,True,True
50 Cent,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,28529840.0,0.853,0.776,G# / Ab,-4.221,0.261,0.0714,0.181,0.659,94.028,Andante,212013.0,5289821.0,245935.0,9008.0,True,True
50 Cent,If I Can't,Get Rich Or Die Tryin',album,210473579.0,0.892,0.631,B,-2.522,0.302,0.244,0.0235,0.838,93.975,Andante,196640.0,46096.0,612.0,14.0,False,False
50 Cent,Best Friend - Remix,Best Friend (Remix),single,160037992.0,0.545,0.64,A# / Bb,-3.529,0.308,0.368,0.111,0.574,181.733,Presto,254493.0,291023.0,5729.0,46.0,False,False
Metallica,Whiskey In The Jar,"Garage, Inc.",album,327681785.0,0.511,0.972,A# / Bb,-3.751,0.0413,5.36e-06,0.19,0.532,132.97,Allegro,304893.0,107553434.0,429797.0,12074.0,False,False
Metallica,Lux Æterna,Lux Æterna,single,20061385.0,0.386,0.996,B,-2.96,0.0754,1.15e-05,0.116,0.188,130.573,Allegro,205680.0,14937918.0,473751.0,46230.0,True,True
Metallica,Screaming Suicide,Screaming Suicide,single,3905429.0,0.425,0.972,E,-3.448,0.045,2.42e-05,0.239,0.282,101.125,Andante,330453.0,4317758.0,217109.0,17225.0,True,True
Coldplay,Yellow,Parachutes,album,1483622308.0,0.429,0.661,B,-7.227,0.0281,0.00239,0.234,0.285,173.372,Vivace,266773.0,832532409.0,4600933.0,118296.0,True,True
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,1325575712.0,0.486,0.617,F,-7.115,0.0287,0.0954,0.109,0.417,138.015,Allegro,242373.0,789581468.0,4370461.0,261790.0,True,True
Coldplay,Sparks,Parachutes,album,475353044.0,0.371,0.268,C# / Db,-10.506,0.0281,0.748,0.104,0.165,102.617,Andante,227093.0,73201019.0,787343.0,1637.0,True,True
Coldplay,Something Just Like This,Memories...Do Not Open,album,2030825694.0,0.617,0.635,B,-6.769,0.0317,0.0498,0.164,0.446,103.019,Andante,247160.0,2118018686.0,10282499.0,270444.0,True,True
Coldplay,The Scientist,A Rush of Blood to the Head,album,1465980600.0,0.557,0.442,F,-7.224,0.0243,0.731,0.11,0.213,146.277,Allegro,309600.0,1082588109.0,5532787.0,124357.0,True,True
Coldplay,A Sky Full of Stars,Ghost Stories,album,1021782403.0,0.545,0.675,F# / Gb,-6.474,0.0279,0.00617,0.209,0.162,124.97,Allegro,267867.0,786404613.0,3741300.0,79974.0,True,True
Coldplay,Paradise,Mylo Xyloto,album,927288329.0,0.449,0.585,F,-6.761,0.0268,0.0509,0.0833,0.212,139.631,Allegro,278719.0,1665814269.0,8497224.0,343020.0,True,True
Coldplay,Hymn for the Weekend,A Head Full of Dreams,album,1049654852.0,0.491,0.693,C,-6.487,0.0377,0.211,0.325,0.412,90.027,Andante,258267.0,1828242112.0,13515772.0,377666.0,True,True
Coldplay,My Universe,Music Of The Spheres,album,883224238.0,0.573,0.711,C# / Db,-6.268,0.0406,0.0114,0.328,0.47,105.006,Andante,226198.0,254655970.0,8867547.0,432726.0,True,True
Coldplay,Fix You,X&Y,album,1115171056.0,0.209,0.417,D# / Eb,-8.74,0.0338,0.164,0.113,0.124,138.178,Allegro,295533.0,566239229.0,2962029.0,114460.0,True,True
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,844698895.0,0.794,0.811,F# / Gb,-8.966,0.038,0.0426,0.101,0.862,116.047,Moderato / Allegretto,248413.0,32310867.0,956073.0,19646.0,False,False
Daft Punk,One More Time,Discovery,album,471747761.0,0.613,0.697,D,-8.618,0.133,0.0194,0.332,0.476,122.746,Allegro,320357.0,432177586.0,2707992.0,110189.0,True,True
Daft Punk,Instant Crush (feat. Julian Casablancas),Random Access Memories,album,460589724.0,0.775,0.585,A# / Bb,-9.516,0.0271,0.0422,0.077,0.518,109.942,Moderato / Allegretto,337560.0,606828966.0,3111505.0,87115.0,True,True
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Random Access Memories,album,400304719.0,0.81,0.793,F# / Gb,-9.404,0.0403,0.0378,0.072,0.863,116.05,Moderato / Allegretto,369627.0,32310867.0,956073.0,19646.0,False,False
Daft Punk,Around the World,Homework,album,293417547.0,0.956,0.795,G,-5.311,0.15,0.00356,0.0906,0.841,121.294,Allegro,429533.0,38218353.0,466569.0,11904.0,True,True
Daft Punk,"Harder, Better, Faster, Stronger",Discovery,album,292668007.0,0.817,0.716,F# / Gb,-8.898,0.144,0.0427,0.358,0.692,123.474,Allegro,224693.0,121308880.0,1329678.0,70754.0,True,True
Daft Punk,Something About Us,Discovery,album,185381876.0,0.875,0.475,A,-12.673,0.0986,0.44,0.046,0.384,99.958,Andante,232667.0,77464307.0,723914.0,23915.0,True,True
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,album,274711166.0,0.832,0.659,A# / Bb,-7.828,0.057,0.0839,0.0753,0.674,100.163,Andante,353893.0,195983803.0,1115598.0,37436.0,True,True
Daft Punk,Veridis Quo,Discovery,album,90589464.0,0.605,0.687,A,-13.928,0.045,0.479,0.104,0.12,106.896,Andante,345187.0,23984070.0,216822.0,7260.0,True,True
Daft Punk,Digital Love,Discovery,album,115484456.0,0.644,0.664,A,-8.398,0.0332,0.048,0.342,0.53,124.726,Allegro,301373.0,30079390.0,203063.0,8957.0,True,True
Linkin Park,In the End,Hybrid Theory (Bonus Edition),album,1444841705.0,0.556,0.864,D# / Eb,-5.87,0.0584,0.00958,0.209,0.4,105.143,Andante,216880.0,1487186392.0,10183387.0,409471.0,True,True
Linkin Park,Numb,Meteora,album,1195213410.0,0.496,0.863,A,-4.153,0.0381,0.0046,0.639,0.243,110.018,Moderato / Allegretto,185587.0,1928733776.0,12341722.0,550921.0,True,True
Linkin Park,What I've Done,Minutes to Midnight,album,589294152.0,0.623,0.93,F,-5.285,0.0324,0.0141,0.138,0.287,120.119,Moderato / Allegretto,205613.0,587927093.0,3370635.0,148741.0,True,True
Linkin Park,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,778880225.0,0.687,0.793,D,-4.254,0.166,0.0603,0.582,0.751,107.045,Andante,205733.0,44436981.0,226771.0,9260.0,True,True
Linkin Park,One Step Closer,Hybrid Theory (Bonus Edition),album,447287242.0,0.492,0.969,A,-4.419,0.0491,0.0014,0.0787,0.538,95.136,Andante,157333.0,154808291.0,1102031.0,33750.0,True,True
Linkin Park,Faint,Meteora,album,413355749.0,0.554,0.978,E,-3.554,0.131,0.111,0.0731,0.594,135.095,Allegro,162600.0,378323695.0,2061834.0,65731.0,True,True
Linkin Park,Bleed It Out,Minutes to Midnight,album,388331061.0,0.529,0.967,C# / Db,-3.647,0.0508,0.114,0.61,0.596,140.127,Allegro,166373.0,135176149.0,762715.0,27609.0,True,True
Linkin Park,Papercut,Hybrid Theory (Bonus Edition),album,345142662.0,0.524,0.939,A,-3.994,0.113,0.00022,0.623,0.661,150.184,Allegro,184867.0,240834555.0,1400306.0,50003.0,True,True
Linkin Park,Crawling,Hybrid Theory (Bonus Edition),album,391929621.0,0.58,0.702,E,-5.565,0.0337,0.0466,0.536,0.299,105.076,Andante,208960.0,374506972.0,2197293.0,96490.0,True,True
Linkin Park,BURN IT DOWN,LIVING THINGS,album,368132993.0,0.585,0.972,A,-4.45,0.0534,0.0143,0.0707,0.585,110.006,Moderato / Allegretto,230253.0,353135986.0,2534190.0,113567.0,True,True
Radiohead,Creep,Pablo Honey,album,1101854725.0,0.515,0.43,G,-9.935,0.0372,0.0097,0.129,0.104,91.844,Andante,238640.0,763497849.0,4777393.0,147276.0,True,True
Radiohead,No Surprises,OK Computer,album,379349681.0,0.255,0.393,F,-10.654,0.0278,0.0577,0.113,0.118,76.426,Adagio,229120.0,167847274.0,1274934.0,40034.0,True,True
Radiohead,Karma Police,OK Computer,album,382823305.0,0.36,0.501,G,-9.129,0.0258,0.0638,0.172,0.324,74.807,Adagio,264067.0,89246405.0,593396.0,17682.0,True,True
Radiohead,High and Dry,The Bends,album,291096318.0,0.419,0.383,E,-11.782,0.0256,0.0724,0.0896,0.35,87.568,Andante,257480.0,80290.0,2133.0,238.0,False,False
Radiohead,Exit Music (For A Film),OK Computer,album,146857863.0,0.293,0.276,E,-11.357,0.0349,0.224,0.167,0.195,121.603,Allegro,267187.0,10644157.0,171322.0,1669.0,True,True
Radiohead,Weird Fishes/ Arpeggi,In Rainbows,album,121688699.0,0.531,0.61,B,-8.025,0.0387,0.772,0.0908,0.199,152.958,Allegro,318187.0,15335499.0,125774.0,4852.0,False,True
Radiohead,Jigsaw Falling Into Place,In Rainbows,album,79367881.0,0.462,0.832,B,-6.085,0.0479,0.108,0.0741,0.807,165.653,Vivace,248893.0,26398730.0,180969.0,8010.0,True,True
Radiohead,Fake Plastic Trees,The Bends,album,219867047.0,0.463,0.229,D,-12.592,0.0297,0.167,0.202,0.135,73.543,Adagio,290707.0,61340263.0,398951.0,15400.0,True,True
Radiohead,Just,The Bends,album,88945336.0,0.291,0.767,G,-6.913,0.0862,0.000401,0.0763,0.359,175.702,Vivace,234800.0,15041854.0,146328.0,6899.0,True,True
Radiohead,Nude,In Rainbows,album,86388469.0,0.516,0.342,E,-9.785,0.0342,0.832,0.0857,0.167,128.378,Allegro,255387.0,12205514.0,124486.0,4536.0,True,True
AC/DC,Highway to Hell,Highway to Hell,album,1143164505.0,0.574,0.913,F# / Gb,-4.793,0.133,0.061,0.156,0.423,115.728,Moderato / Allegretto,208400.0,274830901.0,2039258.0,44487.0,True,True
AC/DC,Thunderstruck,The Razors Edge,album,1088388556.0,0.502,0.89,E,-5.175,0.0364,0.000147,0.217,0.259,133.52,Allegro,292880.0,1224226060.0,5989128.0,153047.0,True,True
AC/DC,Back In Black,Back In Black,album,1182379398.0,0.31,0.7,A,-5.678,0.047,0.011,0.0828,0.763,188.386,Presto,255493.0,915158054.0,5643694.0,134549.0,True,True
AC/DC,You Shook Me All Night Long,Back In Black,album,802076123.0,0.532,0.767,G,-5.509,0.0574,0.00287,0.39,0.755,127.361,Allegro,210173.0,279117834.0,1348845.0,26645.0,True,True
AC/DC,T.N.T.,High Voltage,album,526521070.0,0.754,0.759,A,-5.218,0.302,0.153,0.101,0.435,126.366,Allegro,214667.0,240908491.0,934797.0,19584.0,True,True
AC/DC,Hells Bells,Back In Black,album,296521772.0,0.389,0.873,E,-4.768,0.0475,0.00532,0.273,0.303,106.767,Andante,312293.0,252038354.0,1067479.0,29353.0,True,True
AC/DC,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,album,269837425.0,0.668,0.906,B,-4.881,0.17,0.214,0.135,0.507,135.653,Allegro,231933.0,852728.0,14044.0,1029.0,True,True
AC/DC,Shoot to Thrill,Back In Black,album,292026041.0,0.457,0.904,D,-5.303,0.0747,0.000239,0.396,0.48,141.038,Allegro,317427.0,172293392.0,642344.0,17673.0,True,True
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,album,196347993.0,0.456,0.863,D# / Eb,-3.551,0.0894,0.133,0.0553,0.532,135.962,Allegro,301227.0,102527.0,1881.0,240.0,False,False
AC/DC,Rock N Roll Train,Black Ice,album,144143014.0,0.547,0.931,D,-2.356,0.0615,0.000998,0.278,0.697,118.4,Moderato / Allegretto,261507.0,18237531.0,119749.0,2251.0,True,True
Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),album,1001227038.0,0.744,0.766,C,-6.375,0.0265,0.0873,0.509,0.61,127.966,Allegro,289133.0,638267058.0,3670416.0,131565.0,True,True
Black Eyed Peas,DON'T YOU WORRY,ELEVATION,album,162685755.0,0.831,0.868,B,-5.282,0.0325,0.176,0.184,0.483,131.971,Allegro,194438.0,144690551.0,1327396.0,57072.0,True,True
Black Eyed Peas,Where Is The Love?,Elephunk,album,752091441.0,0.834,0.699,F,-3.222,0.178,0.111,0.131,0.809,94.086,Andante,272533.0,888076529.0,4899065.0,180386.0,True,True
Black Eyed Peas,Just Can’t Get Enough,The Beginning,album,331578264.0,0.659,0.628,C,-8.685,0.179,0.186,0.105,0.262,94.05,Andante,219427.0,292211575.0,1594576.0,70720.0,True,True
Black Eyed Peas,GIRL LIKE ME,TRANSLATION,album,453923193.0,0.965,0.485,D,-8.784,0.191,0.0206,0.0655,0.312,124.025,Allegro,222523.0,662529115.0,5488829.0,222922.0,True,True
Black Eyed Peas,Pump It,Monkey Business,album,492130246.0,0.649,0.931,C# / Db,-3.15,0.181,0.0093,0.751,0.744,153.645,Allegro,213067.0,755836314.0,4746197.0,133551.0,True,True
Black Eyed Peas,Pump It Louder,Pump It Louder,single,27908495.0,0.66,0.942,E,-2.273,0.185,0.00789,0.834,0.543,126.017,Allegro,158571.0,2099141.0,61252.0,1238.0,True,True
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),album,363930118.0,0.798,0.629,B,-6.857,0.0735,0.00474,0.324,0.4,130.002,Allegro,284373.0,458724349.0,2094991.0,73011.0,True,True
Black Eyed Peas,RITMO (Bad Boys For Life),TRANSLATION,album,869795408.0,0.732,0.716,A# / Bb,-6.968,0.0561,0.0295,0.73,0.666,105.093,Andante,214855.0,1021503328.0,6398855.0,130819.0,True,True
Black Eyed Peas,SIMPLY THE BEST,ELEVATION,album,18501860.0,0.872,0.789,C# / Db,-6.047,0.132,0.203,0.125,0.646,126.042,Allegro,236190.0,43226385.0,242932.0,38381.0,True,True
Michael Jackson,Billie Jean,Thriller,album,1302677366.0,0.932,0.457,B,-9.62,0.0541,0.0173,0.0414,0.884,117.002,Moderato / Allegretto,294227.0,1300732161.0,9523245.0,508425.0,True,True
Michael Jackson,Chicago,XSCAPE,album,103974637.0,0.608,0.756,G,-2.675,0.176,0.0784,0.187,0.55,176.086,Vivace,245507.0,545655.0,7314.0,386.0,False,False
Michael Jackson,Beat It,Thriller,album,826832314.0,0.776,0.711,D# / Eb,-9.03,0.0473,0.0242,0.234,0.901,138.728,Allegro,258400.0,905692299.0,6656468.0,259358.0,True,True
Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),album,526030670.0,0.853,0.981,G# / Ab,-3.947,0.0751,0.247,0.306,0.595,118.193,Moderato / Allegretto,257760.0,84652754.0,672624.0,25952.0,False,False
Michael Jackson,Rock with You - Single Version,Off the Wall,album,346137424.0,0.808,0.535,C# / Db,-12.521,0.0353,0.179,0.158,0.848,114.031,Moderato / Allegretto,220627.0,301845823.0,2269865.0,87490.0,True,True
Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,album,389644450.0,0.878,0.821,B,-9.875,0.089,0.126,0.183,0.947,118.881,Moderato / Allegretto,365467.0,349102050.0,2254295.0,89160.0,True,True
Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,256361972.0,0.859,0.905,C,-5.539,0.129,0.205,0.322,0.731,89.946,Andante,284160.0,978680025.0,8312571.0,335112.0,True,True
Michael Jackson,Remember the Time,Dangerous,album,224254298.0,0.831,0.921,F,-2.383,0.0582,0.153,0.305,0.795,108.002,Andante,239227.0,504057332.0,3085718.0,127080.0,True,True
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),album,349629692.0,0.877,0.854,C# / Db,-4.523,0.147,0.0544,0.144,0.54,114.472,Moderato / Allegretto,298120.0,436325398.0,2515830.0,94765.0,True,True
Michael Jackson,Love Never Felt So Good,XSCAPE,album,280500270.0,0.775,0.719,G,-6.212,0.0435,0.132,0.0662,0.712,117.513,Moderato / Allegretto,246027.0,343328494.0,2121502.0,53821.0,True,True
P!nk,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,album,995490565.0,0.778,0.547,D,-7.273,0.0489,0.346,0.132,0.441,95.002,Andante,242733.0,1518313784.0,6420621.0,166423.0,True,True
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,34361626.0,0.668,0.802,F,-4.005,0.0917,0.0273,0.163,0.769,113.796,Moderato / Allegretto,225789.0,10941241.0,216805.0,7540.0,True,True
P!nk,Raise Your Glass,Raise Your Glass,single,502735560.0,0.7,0.709,G,-5.006,0.0838,0.0048,0.029,0.624,122.019,Allegro,202960.0,237232986.0,1026177.0,47667.0,True,True
P!nk,Try,The Truth About Love,album,476783121.0,0.674,0.628,D,-7.079,0.03,0.00144,0.0944,0.552,103.998,Andante,247907.0,534286492.0,2554163.0,78435.0,True,True
P!nk,So What,Funhouse (Expanded Edition),album,471672024.0,0.534,0.87,B,-3.078,0.0425,0.000334,0.241,0.462,126.019,Allegro,215160.0,432775314.0,2187945.0,60960.0,True,True
P!nk,What About Us,Beautiful Trauma,album,662431775.0,0.491,0.588,C# / Db,-6.177,0.0506,0.0281,0.0906,0.193,113.608,Moderato / Allegretto,269600.0,339837769.0,1819636.0,38357.0,True,True
P!nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,346097538.0,0.473,0.592,F,-6.859,0.138,0.0528,0.131,0.292,159.7,Vivace,138573.0,80575503.0,948515.0,24233.0,True,True
P!nk,TRUSTFALL,TRUSTFALL,single,2790105.0,0.636,0.888,G# / Ab,-3.889,0.0945,0.00162,0.147,0.25,122.032,Allegro,237200.0,3309247.0,146755.0,5707.0,True,True
P!nk,Who Knew,I'm Not Dead,album,219363750.0,0.688,0.734,A,-4.569,0.0274,0.00462,0.0756,0.46,140.004,Allegro,208493.0,168736063.0,611231.0,20095.0,True,True
P!nk,True Love (feat. Lily Allen),The Truth About Love,album,170002964.0,0.457,0.823,A,-4.76,0.311,0.00144,0.108,0.578,192.205,Presto,230733.0,149977268.0,938718.0,31361.0,True,True
Eminem,Mockingbird,Encore (Deluxe Version),album,908006704.0,0.637,0.678,C,-3.798,0.266,0.209,0.156,0.254,84.039,Andante,250760.0,719661717.0,5550929.0,205147.0,True,True
Eminem,Without Me,The Eminem Show,album,1457351902.0,0.908,0.669,G,-2.827,0.0738,0.00286,0.237,0.662,112.238,Moderato / Allegretto,290320.0,1590485349.0,11469490.0,341006.0,True,True
Eminem,The Real Slim Shady,The Marshall Mathers LP,album,1232567233.0,0.949,0.661,F,-4.244,0.0572,0.0302,0.0454,0.76,104.504,Andante,284200.0,777507160.0,6489755.0,169037.0,True,True
Eminem,Superman,The Eminem Show,album,466021760.0,0.802,0.755,E,-3.138,0.0564,0.0215,0.295,0.58,130.027,Allegro,350320.0,139257221.0,950561.0,35404.0,True,True
Eminem,Till I Collapse,The Eminem Show,album,1548871694.0,0.548,0.847,C# / Db,-3.237,0.186,0.0622,0.0816,0.1,171.447,Vivace,297787.0,1931315.0,18992.0,291.0,False,False
Eminem,Stan,The Marshall Mathers LP,album,799979337.0,0.78,0.768,F# / Gb,-4.325,0.238,0.0371,0.518,0.507,80.063,Andante,404107.0,623027280.0,5152714.0,199113.0,True,True
Eminem,Love The Way You Lie,Recovery,album,1115478746.0,0.749,0.925,A# / Bb,-5.034,0.227,0.241,0.52,0.641,86.989,Andante,263373.0,2539156924.0,12696568.0,599124.0,True,True
Eminem,Godzilla (feat. Juice WRLD),Music To Be Murdered By,album,1072650382.0,0.808,0.745,A# / Bb,-5.26,0.342,0.145,0.292,0.829,165.995,Vivace,210800.0,547039623.0,9287567.0,398333.0,False,False
Eminem,Sing For The Moment,The Eminem Show,album,357737050.0,0.668,0.824,F,-4.164,0.137,0.0017,0.0426,0.185,163.961,Vivace,339547.0,454015875.0,2471743.0,99418.0,True,True
Eminem,Not Afraid,Recovery,album,789922926.0,0.855,0.954,C,-1.19,0.264,0.529,0.205,0.668,114.635,Moderato / Allegretto,248133.0,1727241246.0,11425215.0,872181.0,True,True
Pharrell Williams,"Happy - From ""Despicable Me 2""",G I R L,album,1143833476.0,0.647,0.822,F,-4.662,0.183,0.219,0.0908,0.962,160.019,Vivace,232720.0,128396799.0,718507.0,14157.0,True,True
Pharrell Williams,Down In Atlanta,Down In Atlanta,single,42006396.0,0.851,0.819,G,-5.173,0.212,0.337,0.0658,0.903,83.154,Andante,164041.0,3658044.0,88925.0,2271.0,True,True
Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,981287133.0,0.893,0.745,B,-3.105,0.0571,0.0642,0.0943,0.872,101.018,Andante,223413.0,673495248.0,4097957.0,105475.0,True,True
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,single,104603335.0,0.877,0.56,G,-3.751,0.0596,0.00721,0.0839,0.154,119.971,Moderato / Allegretto,216136.0,20392451.0,560857.0,16545.0,True,True
Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Funk Wav Bounces Vol. 2,album,99934776.0,0.81,0.733,A,-6.338,0.0444,0.276,0.288,0.9,125.975,Allegro,229283.0,26641550.0,315368.0,9132.0,True,True
Pharrell Williams,Hit Different,Hit Different,single,198332490.0,0.679,0.516,C,-6.371,0.0452,0.199,0.0965,0.716,120.074,Moderato / Allegretto,202008.0,121559320.0,1081676.0,36266.0,True,True
Pharrell Williams,Neon Guts (feat. Pharrell Williams),Luv Is Rage 2,album,219355874.0,0.859,0.563,C# / Db,-6.635,0.112,0.0541,0.0685,0.412,119.934,Moderato / Allegretto,258789.0,35793144.0,431472.0,11252.0,True,True
Pharrell Williams,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,album,99577335.0,0.827,0.571,B,-7.949,0.366,0.0195,0.166,0.62,142.034,Allegro,146419.0,11408003.0,477302.0,12628.0,False,True
