Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Key_name,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Licensed,official_video
Gente De Zona,Mas Macarena (feat. Los Del Rio),Mas Macarena (feat. Los Del Rio),single,47156123.0,0.718,0.897,8,G# / Ab,-4.272,0.111,0.128,0.741,0.808,105.03,Andante,189053.0,True,True
Travis Tritt,Country Club,Country Club,album,18275702.0,0.805,0.57,4,E,-8.215,0.0272,0.194,0.106,0.76,126.478,Allegro,190800.0,False,False
TOOL,Sober,Undertow,album,87821039.0,0.385,0.673,2,D,-8.182,0.0329,0.000183,0.0721,0.187,149.271,Allegro,306853.0,True,True
Chris Stapleton,You Should Probably Leave,Starting Over,album,165858360.0,0.602,0.477,9,A,-8.425,0.032,0.268,0.173,0.552,183.89,Presto,213493.0,False,False
Kidz Bop Kids,Mood,KIDZ BOP 2022,album,11350792.0,0.656,0.699,11,B,-5.952,0.0346,0.274,0.0354,0.698,90.981,Andante,119789.0,False,True
The Walters,Fancy Shoes,Songs for Dads,single,35759220.0,0.705,0.378,0,C,-7.299,0.0247,0.63,0.0981,0.726,103.925,Andante,134423.0,True,True
Maldy,La Fórmula Sigue,La Fórmula,compilation,6175950.0,0.732,0.974,9,A,-4.161,0.264,0.15,0.123,0.256,90.006,Andante,295813.0,True,True
Hillsong UNITED,Touch The Sky,Empires,album,105038362.0,0.502,0.43,9,A,-9.466,0.0271,0.263,0.148,0.217,90.5,Andante,262120.0,True,True
Luciano,Drill LUV,Majestic,album,12361490.0,0.607,0.429,1,C# / Db,-9.397,0.193,0.104,0.0767,0.312,76.987,Adagio,175880.0,True,True
Bon Jovi,Bed Of Roses,Keep The Faith,album,277814070.0,0.309,0.596,5,F,-5.599,0.0293,0.101,0.21,0.161,164.587,Vivace,394400.0,True,True
Jonas Blue,Ritual,The London Sessions,album,384769788.0,0.647,0.726,3,D# / Eb,-4.389,0.0552,0.157,0.0844,0.769,114.998,Moderato / Allegretto,198996.0,True,True
Kansas,Carry on Wayward Son,Leftoverture (Expanded Edition),album,505197082.0,0.482,0.786,7,G,-5.735,0.032,0.00321,0.446,0.793,126.755,Allegro,323000.0,True,True
WIU,Coração de Gelo,Manual de Como Amar Errado,album,37394815.0,0.732,0.671,10,A# / Bb,-4.276,0.082,0.124,0.128,0.836,159.907,Vivace,168000.0,False,False
Los Cadetes De Linares,El Palomito,4 Decadas de Exitos,album,73929538.0,0.873,0.764,8,G# / Ab,-4.907,0.0974,0.292,0.0297,0.706,109.021,Moderato / Allegretto,198200.0,False,False
Sertab Erener,Vur Yüreğim,Vur Yüreğim,single,3388188.0,0.259,0.657,11,B,-9.325,0.0939,0.278,0.152,0.325,79.177,Andante,260132.0,False,True
The Doors,Light My Fire,The Doors,album,253158175.0,0.413,0.725,3,D# / Eb,-5.787,0.0324,0.369,0.0905,0.44,124.618,Allegro,429760.0,False,False
Ocean Sounds,Calm Sea Sounds,Loopable Ocean Sounds For Sleep,album,26550234.0,0.171,0.995,3,D# / Eb,-24.27,0.0438,0.773,0.967,1e-05,48.19,Lento / Largo,119000.0,True,True
Bastille,Happier,Happier,single,1798354650.0,0.687,0.792,5,F,-2.749,0.0452,0.191,0.167,0.671,100.015,Andante,214290.0,False,True
Maite Perroni,Enséñame,Rebelde,album,33507683.0,0.68,0.796,2,D,-5.884,0.0588,0.385,0.375,0.624,80.945,Andante,221853.0,False,False
Mijares,Para Amarnos Más,21 Black Jack,album,138711251.0,0.536,0.665,3,D# / Eb,-7.743,0.0367,0.641,0.113,0.243,140.256,Allegro,206707.0,True,True
Diana Krall,'S Wonderful,Love Is Here To Stay,album,15020069.0,0.546,0.244,7,G,-12.515,0.0435,0.885,0.108,0.412,77.248,Andante,170187.0,False,False
Sir Simon Rattle,"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture",Tchaikovsky: The Nutcracker,album,12122349.0,0.422,0.0461,10,A# / Bb,-26.781,0.04,0.977,0.0557,0.337,118.922,Moderato / Allegretto,189085.0,True,True
Calvin Harris,We Found Love,Talk That Talk,album,1018031880.0,0.734,0.766,1,C# / Db,-4.485,0.0383,0.025,0.108,0.6,127.986,Allegro,215227.0,True,True
Lil Peep,beamer boy,beamer boy,single,393464052.0,0.743,0.731,8,G# / Ab,-4.511,0.103,0.0492,0.226,0.337,123.989,Allegro,203373.0,False,True
Damian Marley,Welcome To Jamrock,Welcome to Jamrock,album,197305508.0,0.836,0.661,7,G,-6.502,0.338,0.0208,0.449,0.753,76.71,Adagio,213200.0,True,True
Grupo Laberinto,El Cadete,Pienso en Ti,album,40491626.0,0.709,0.478,8,G# / Ab,-4.025,0.0655,0.752,0.0776,0.962,72.546,Adagio,179347.0,False,False
The Kid LAROI,GO (feat. Juice WRLD),F*CK LOVE 3+: OVER YOU,album,418822396.0,0.487,0.74,6,F# / Gb,-4.973,0.0944,0.157,0.612,0.522,73.779,Adagio,181688.0,True,True
Yo Yo Honey Singh,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",52 Non Stop Dilbar Dilbar Remix,compilation,23128326.0,0.521,0.837,7,G,-4.501,0.0794,0.0593,0.157,0.48,106.001,Andante,4581483.0,True,True
Westside Gunn,Dudley Boyz (feat. Action Bronson),FLYGOD,album,1899207.0,0.393,0.745,7,G,-3.642,0.0596,0.398,0.261,0.436,126.889,Allegro,121676.0,False,False
Maes,Distant,Les derniers salopards,album,100987465.0,0.786,0.732,4,E,-6.254,0.176,0.545,0.0643,0.447,105.031,Andante,162013.0,True,True
Iggy Pop,The Passenger,Lust For Life,album,323795115.0,0.498,0.889,0,C,-5.413,0.0546,0.0947,0.733,0.696,134.88,Allegro,283360.0,False,False
Divya Kumar,Thumkeshwari,Bhediya (Original Motion Picture Soundtrack),single,9414152.0,0.757,0.682,7,G,-5.292,0.0553,0.055,0.0815,0.562,98.977,Andante,163179.0,True,True
The Black Keys,Fever,Turn Blue,album,125673617.0,0.609,0.674,9,A,-6.506,0.0355,0.00378,0.129,0.743,127.541,Allegro,246307.0,True,True
Ludwig van Beethoven,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Für Elise, Bagatelle No. 25 in A Minor, WoO 59",single,16274382.0,0.289,0.0306,9,A,-30.79,0.0446,0.987,0.102,0.118,125.61,Allegro,212067.0,True,True
Survivor,Eye of the Tiger,Eye Of The Tiger,album,973808944.0,0.815,0.438,0,C,-14.522,0.0346,0.216,0.0787,0.552,108.965,Andante,243773.0,True,True
Jay Rock,Vice City (feat. Black Hippy),90059,album,53044341.0,0.844,0.553,8,G# / Ab,-7.284,0.356,0.156,0.0816,0.511,114.939,Moderato / Allegretto,283752.0,False,False
Fujii Kaze,Matsuri,LOVE ALL SERVE ALL,album,29301893.0,0.663,0.731,1,C# / Db,-7.335,0.0338,0.00892,0.293,0.356,97.025,Andante,225920.0,False,True
Luis Miguel,Tengo Todo Excepto a Ti,20 Años,album,189533009.0,0.542,0.665,0,C,-8.121,0.0297,0.522,0.177,0.417,147.977,Allegro,272827.0,True,True
Alesso,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),single,84763293.0,0.594,0.64,10,A# / Bb,-6.865,0.033,0.0169,0.135,0.492,92.871,Andante,170457.0,True,True
Spice Girls,Viva Forever,Spiceworld,album,53304247.0,0.473,0.698,6,F# / Gb,-8.133,0.0349,0.0648,0.136,0.21,168.817,Vivace,310667.0,True,True
XXXTENTACION,SAD!,?,album,1967774232.0,0.74,0.613,8,G# / Ab,-4.88,0.145,0.258,0.123,0.473,75.023,Adagio,166606.0,False,True
John Denver,"Take Me Home, Country Roads","Poems, Prayers and Promises",album,207253227.0,0.462,0.395,9,A,-9.376,0.0264,0.758,0.121,0.625,82.259,Andante,190160.0,True,True
Armand Van Helden,Bonkers,Tongue N' Cheek (Dirtee Deluxe Edition),album,144537963.0,0.624,0.977,11,B,-3.34,0.22,0.00615,0.253,0.74,126.129,Allegro,177573.0,False,False
Aaliyah,More Than A Woman,Aaliyah,album,29837038.0,0.655,0.649,1,C# / Db,-5.653,0.089,0.0793,0.117,0.759,86.968,Andante,229867.0,False,False
George Ezra,Anyone For You (Tiger Lily),Gold Rush Kid,album,104175735.0,0.662,0.807,10,A# / Bb,-3.285,0.0411,0.293,0.189,0.772,103.031,Andante,187682.0,True,True
Jhayco,No Me Conoce - Remix,Famouz,album,1067735521.0,0.804,0.787,10,A# / Bb,-3.824,0.0746,0.14,0.0927,0.562,91.974,Andante,309120.0,True,True
Gibbs,Znikam,Dopehouse Mixtape,album,10459514.0,0.754,0.568,0,C,-6.92,0.0633,0.497,0.115,0.545,88.514,Andante,271760.0,False,False
LMFAO,Sexy And I Know It,Sorry For Party Rocking (Deluxe Version),album,346448655.0,0.707,0.861,7,G,-4.225,0.316,0.1,0.191,0.795,130.021,Allegro,199480.0,True,True
João Gomes,Aquelas Coisas,Eu Tenho a Senha,album,149544852.0,0.682,0.873,6,F# / Gb,-4.163,0.0449,0.402,0.0946,0.964,150.006,Allegro,147072.0,False,False
Peter Fox,Schüttel deinen Speck,Stadtaffe,album,52959292.0,0.907,0.721,9,A,-4.917,0.253,0.0143,0.0793,0.538,107.979,Andante,171240.0,True,True
Kizzy,Cicatrizes,Vida Cara,album,1269183.0,0.388,0.453,6,F# / Gb,-8.655,0.134,0.754,0.1,0.322,75.229,Adagio,194595.0,True,True
Natanael Cano,Y Si Me Miran,Y Si Me Miran,single,14844076.0,0.603,0.671,5,F,-4.008,0.0761,0.145,0.0525,0.662,138.77,Allegro,213141.0,False,True
SAINt JHN,Reflex,Collection One,album,70301311.0,0.693,0.494,1,C# / Db,-7.252,0.108,0.139,0.111,0.302,135.022,Allegro,241842.0,False,False
Linkin Park,Papercut,Hybrid Theory (Bonus Edition),album,345142662.0,0.524,0.939,9,A,-3.994,0.113,0.00022,0.623,0.661,150.184,Allegro,184867.0,True,True
Nelly Furtado,Say It Right - Sped Up Remix,Say It Right (Sped Up Remix),single,27146617.0,0.849,0.941,8,G# / Ab,-6.448,0.223,0.0269,0.0596,0.765,134.479,Allegro,194160.0,True,True
Teoman,Gemiler,O,album,20936140.0,0.552,0.706,6,F# / Gb,-8.785,0.0444,0.0796,0.046,0.391,79.991,Andante,260067.0,True,True
Sezen Aksu,Haydi Gel Benimle Ol,Sen Ağlama,album,29458805.0,0.641,0.795,2,D,-6.605,0.182,0.609,0.302,0.52,119.75,Moderato / Allegretto,271618.0,True,True
Clean Bandit,Solo (feat. Demi Lovato),What Is Love? (Deluxe Edition),album,955120289.0,0.74,0.622,11,B,-4.608,0.0446,0.0357,0.356,0.556,104.966,Andante,222707.0,True,True
Patrick Watson,Sit Down Beside Me,Sit Down Beside Me,single,23145970.0,0.309,0.333,3,D# / Eb,-13.012,0.0311,0.967,0.274,0.272,144.553,Allegro,272467.0,True,True
Norah Jones,Sunrise,Feels Like Home,album,243456781.0,0.526,0.299,8,G# / Ab,-13.797,0.031,0.941,0.106,0.679,156.848,Allegro,200627.0,True,True
Vince Gill,Don't Let Our Love Start Slippin' Away,I Still Believe In You,album,41593967.0,0.736,0.719,3,D# / Eb,-9.311,0.0313,0.42,0.35,0.657,113.228,Moderato / Allegretto,224800.0,True,True
Machine Gun Kelly,my ex's best friend (with blackbear),Tickets To My Downfall,album,574531280.0,0.731,0.675,5,F,-5.134,0.0434,0.00473,0.141,0.298,124.939,Allegro,139461.0,True,True
Fran C,Kela Toke (feat. Tunechikidd),Diablo Santo,single,1795056.0,0.807,0.837,1,C# / Db,-3.592,0.0369,0.0527,0.0605,0.766,98.02,Andante,202357.0,True,True
Pink Floyd,Wish You Were Here,Wish You Were Here,album,557368632.0,0.481,0.262,7,G,-15.73,0.0414,0.735,0.832,0.375,122.861,Allegro,334744.0,False,False
Lulu Santos,Tudo Bem,Lulu Acústico,album,5571003.0,0.496,0.328,9,A,-15.55,0.084,0.813,0.697,0.568,81.311,Andante,153040.0,False,False
Chris Stapleton,Broken Halos,From A Room: Volume 1,album,229522897.0,0.613,0.564,8,G# / Ab,-7.085,0.0251,0.134,0.0585,0.538,78.388,Andante,180907.0,True,True
Tainy,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),single,587928998.0,0.734,0.836,10,A# / Bb,-4.803,0.0735,0.017,0.179,0.623,80.002,Andante,270741.0,True,True
Thomas Rhett,Crash and Burn,Tangled Up,album,170495895.0,0.69,0.781,5,F,-5.101,0.0305,0.0873,0.164,0.841,130.02,Allegro,190733.0,True,True
Jay Chou,七里香,七里香,album,38289663.0,0.483,0.576,0,C,-6.911,0.028,0.382,0.278,0.49,142.132,Allegro,295307.0,True,True
Ángela Aguilar,Ella Qué Te Dio,Mexicana Enamorada,album,23016894.0,0.535,0.325,5,F,-7.64,0.0297,0.749,0.106,0.424,121.674,Allegro,228990.0,True,True
Mac DeMarco,Still Beating,This Old Dog,album,132995716.0,0.709,0.496,1,C# / Db,-10.528,0.0417,0.581,0.151,0.469,78.477,Andante,181587.0,True,True
Lang Lang,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Liszt - My Piano Hero,album,30172189.0,0.279,0.0292,8,G# / Ab,-26.804,0.0406,0.987,0.104,0.0338,136.732,Allegro,293147.0,True,True
Good Charlotte,The Anthem,The Young and The Hopeless,album,326736927.0,0.494,0.939,1,C# / Db,-3.127,0.126,0.00666,0.139,0.893,177.751,Presto,175093.0,True,True
Missy Elliott,One Minute Man (feat. Ludacris),Miss E... So Addictive,album,34078715.0,0.622,0.669,9,A,-8.419,0.329,0.0266,0.152,0.57,93.839,Andante,252987.0,True,True
Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),single,1018441014.0,0.734,0.874,8,G# / Ab,-3.158,0.0662,0.168,0.0489,0.905,122.953,Allegro,166028.0,True,True
Young Thug,Metro Spider (with Young Thug),HEROES & VILLAINS,album,39002783.0,0.709,0.734,1,C# / Db,-5.027,0.125,0.0411,0.346,0.245,143.087,Allegro,174560.0,False,False
Jorge Ben Jor,Menina Mulher Da Pele Preta / O Telefone Tocou Novamente - Ao Vivo,MPB das Antigas,compilation,18800932.0,0.435,0.674,4,E,-9.281,0.0952,0.143,0.668,0.937,82.023,Andante,298027.0,False,False
Ariana Grande,Stuck with U (with Justin Bieber),Stuck with U,single,903479196.0,0.597,0.45,8,G# / Ab,-6.658,0.0418,0.223,0.382,0.537,178.765,Presto,228482.0,True,True
Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Black Panther: Wakanda Forever - Music From and Inspired By,album,174344273.0,0.247,0.299,9,A,-6.083,0.0315,0.899,0.131,0.172,177.115,Presto,196520.0,True,True
NAV,Tap (feat. Meek Mill),Bad Habits (Deluxe),album,216990953.0,0.901,0.676,2,D,-7.033,0.251,0.0646,0.0863,0.452,85.018,Andante,148278.0,True,True
REO Speedwagon,Time for Me to Fly,"You Can Tune a Piano, But You Can't Tuna Fish",album,48362442.0,0.463,0.629,2,D,-7.075,0.0269,0.0524,0.176,0.459,81.797,Andante,221387.0,True,True
Grupo Niche,La Magia De Tus Besos,Siempre Una Aventura,compilation,37794207.0,0.707,0.888,7,G,-2.907,0.0351,0.422,0.0838,0.751,160.179,Vivace,284200.0,True,True
Bootsy Collins,Jam On,The Power of the One,album,1184390.0,0.59,0.874,1,C# / Db,-5.462,0.0545,0.00134,0.0732,0.804,105.025,Andante,302560.0,False,True
Julio Iglesias,"Soy un Truhán, Soy un Señor",Begin the Beguine,album,44496646.0,0.573,0.426,0,C,-14.448,0.0349,0.602,0.393,0.724,98.719,Andante,186707.0,True,True
Tracy Chapman,Give Me One Reason,New Beginning,album,184974038.0,0.608,0.419,11,B,-10.016,0.0331,0.602,0.108,0.602,100.22,Andante,268333.0,True,True
Jason Aldean,Dirt Road Anthem,My Kinda Party,album,286538088.0,0.68,0.741,2,D,-5.055,0.0357,0.347,0.117,0.635,127.024,Allegro,229400.0,True,True
Vanesa Martín,Si pudiera,Placeres y pecados,album,5797564.0,0.544,0.7,7,G,-5.551,0.0466,0.263,0.249,0.283,142.7,Allegro,256811.0,True,True
A$AP Ferg,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",Trap Lord,album,338639728.0,0.841,0.733,1,C# / Db,-5.077,0.142,0.0246,0.174,0.284,130.009,Allegro,283693.0,True,True
girl in red,i wanna be your girlfriend,i wanna be your girlfriend,single,366738985.0,0.541,0.382,7,G,-14.323,0.035,0.0215,0.304,0.343,155.901,Allegro,204991.0,False,False
R. Kelly,Bump n' Grind,12 Play,album,119051758.0,0.621,0.481,11,B,-8.016,0.0371,0.0984,0.241,0.679,65.004,Adagio,256133.0,False,False
Kane Brown,Heaven,Kane Brown (Deluxe Edition),album,413970634.0,0.677,0.556,9,A,-6.544,0.0306,0.263,0.105,0.521,80.006,Andante,179507.0,True,True
Blake Shelton,God's Country,Fully Loaded: God's Country,album,285182971.0,0.536,0.754,10,A# / Bb,-5.102,0.0399,0.0597,0.118,0.212,139.988,Allegro,204800.0,True,True
Mau y Ricky,La Boca,Para Aventuras y Curiosidades,album,290151116.0,0.618,0.795,2,D,-1.8,0.113,0.0655,0.309,0.76,185.901,Presto,206279.0,True,True
Doja Cat,Kiss Me More (feat. SZA),Planet Her,album,1432428018.0,0.764,0.705,8,G# / Ab,-3.463,0.0284,0.259,0.12,0.781,110.97,Moderato / Allegretto,208667.0,True,True
Jelly Roll,Save Me,Self Medicated,album,77776253.0,0.677,0.404,0,C,-9.552,0.027,0.653,0.249,0.355,83.087,Andante,240723.0,False,True
Matisse,Más Que Amigos,Sube,album,88715290.0,0.661,0.721,2,D,-6.442,0.0639,0.379,0.0841,0.741,92.014,Andante,177640.0,True,True
Shaggy,It Wasn't Me,Hot Shot,album,787544363.0,0.853,0.606,0,C,-4.596,0.0713,0.0561,0.313,0.654,94.759,Andante,227600.0,False,False
Lykke Li,Late Night Feelings (feat. Lykke Li),Late Night Feelings (feat. Lykke Li),single,94550113.0,0.688,0.729,4,E,-6.56,0.0573,0.437,0.0928,0.469,110.055,Moderato / Allegretto,251029.0,True,True
Saindhavi,Vizhigalil Oru Vaanavil,Deiva Thiirumagal (Original Motion Picture Soundtrack),album,6102754.0,0.697,0.464,5,F,-8.832,0.0254,0.716,0.0457,0.382,108.994,Andante,362533.0,True,True
Celia Cruz,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,169769959.0,0.276,0.572,1,C# / Db,-7.818,0.0377,0.641,0.2,0.285,77.986,Andante,237467.0,False,False
Jess Glynne,One Touch,Always in Between (Deluxe),album,157533467.0,0.686,0.693,0,C,-6.245,0.131,0.329,0.136,0.699,124.206,Allegro,197876.0,True,True
Aleks Syntek,Historias De Danzón Y De Arrabal,Leccion De Vuelo,album,41005494.0,0.76,0.731,0,C,-7.368,0.029,0.397,0.509,0.978,115.018,Moderato / Allegretto,326798.0,True,True
Sara Bareilles,When He Sees Me,What's Inside: Songs from Waitress,album,13283128.0,0.706,0.493,3,D# / Eb,-6.779,0.0623,0.32,0.189,0.356,119.925,Moderato / Allegretto,230973.0,False,False
Jimmy Buffett,Margaritaville,"Changes In Latitudes, Changes In Attitudes",album,129580419.0,0.8,0.545,2,D,-13.637,0.0357,0.711,0.104,0.861,124.943,Allegro,250933.0,False,False
Pineapple StormTv,Poesia Acústica 12 - Pra Sempre,Poesia Acústica 12 - Pra Sempre,single,77494250.0,0.636,0.665,11,B,-5.172,0.0503,0.451,0.338,0.374,91.976,Andante,472174.0,True,True
Ryan Castro,Mujeriego,Reggaetonea,album,194262858.0,0.758,0.621,9,A,-8.033,0.125,0.0628,0.0809,0.92,79.949,Andante,142500.0,False,True
Bryant Myers,Triste,La Oscuridad,album,196171184.0,0.692,0.719,9,A,-5.373,0.124,0.408,0.0986,0.266,130.053,Allegro,264906.0,True,True
Nelly,E.I.,Country Grammar,album,52630819.0,0.834,0.481,2,D,-7.824,0.188,0.0732,0.0934,0.406,89.849,Andante,285907.0,True,True
Jimmy Eat World,A Praise Chorus,Bleed American,album,20727779.0,0.461,0.936,9,A,-5.296,0.0678,0.0249,0.222,0.484,184.184,Presto,243507.0,False,False
Caetano Veloso,Sonhos,"Cores, Nomes",album,16700212.0,0.626,0.0914,0,C,-20.211,0.0856,0.826,0.113,0.471,121.171,Allegro,180453.0,False,True
Mary J. Blige,Mr. Wrong,My Life II...The Journey Continues (Act 1),album,35251079.0,0.694,0.674,0,C,-4.991,0.164,0.202,0.138,0.46,143.067,Allegro,241867.0,True,True
Crystal Castles,Empathy,(II),album,19536075.0,0.51,0.914,10,A# / Bb,-5.512,0.0309,0.128,0.466,0.332,109.97,Moderato / Allegretto,249520.0,False,False
Aretha Franklin,You Send Me,Aretha Now,album,43017267.0,0.512,0.303,3,D# / Eb,-13.547,0.0374,0.57,0.0803,0.629,102.908,Andante,149627.0,False,False
Ja Rule,Between Me & You,Rule 3:36,album,20589620.0,0.818,0.883,0,C,-4.547,0.0695,0.0202,0.243,0.405,93.67,Andante,250173.0,True,True
Seu Jorge,Clube do Samba,"Sambabook João Nogueira, 2",compilation,23335006.0,0.614,0.749,11,B,-9.502,0.283,0.375,0.666,0.78,105.169,Andante,278853.0,False,False
Blueface,Daddy (feat. Rich The Kid),Dirt Bag,album,182737597.0,0.869,0.59,11,B,-8.214,0.257,0.07,0.236,0.479,107.934,Andante,151147.0,True,True
Robbie Williams,Feel,Escapology,album,282765342.0,0.599,0.732,5,F,-6.843,0.026,0.0145,0.143,0.295,97.997,Andante,263867.0,True,True
Cigarettes After Sex,Falling In Love,Cry,album,80486315.0,0.482,0.267,7,G,-11.638,0.0262,0.722,0.125,0.347,140.617,Allegro,245840.0,True,True
Pedro Capó,Tutu,Por Primera Vez,album,530167169.0,0.727,0.838,9,A,-2.435,0.0472,0.297,0.0603,0.933,145.995,Allegro,179339.0,True,True
NAV,Wanted You (feat. Lil Uzi Vert),RECKLESS,album,314970213.0,0.797,0.731,9,A,-4.443,0.0479,0.229,0.224,0.623,146.93,Allegro,228387.0,True,True
Standly,Mi Gata - Remix,Mi Gata (Remix),single,1594253.0,0.808,0.754,0,C,-3.774,0.156,0.243,0.117,0.726,95.046,Andante,246316.0,False,False
Shenseea,Blessed (with Tyga),ALPHA,album,54794800.0,0.858,0.735,1,C# / Db,-4.854,0.329,0.0344,0.468,0.364,108.019,Andante,145813.0,True,True
Charli XCX,Dream Glow (BTS World Original Soundtrack) - Pt. 1,Dream Glow (BTS World Original Soundtrack) [Pt. 1],single,132795894.0,0.735,0.74,0,C,-3.837,0.0519,0.0967,0.101,0.541,141.948,Allegro,187458.0,False,False
Wolfgang Amadeus Mozart,"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",Amadeus,album,26979627.0,0.428,0.237,7,G,-13.764,0.0351,0.987,0.0849,0.357,79.904,Andante,460027.0,False,False
Stromae,Alors On Danse - DubDogz Remix,Alors On Danse (DubDogz Remix),single,104946605.0,0.789,0.752,1,C# / Db,-4.274,0.164,0.027,0.613,0.739,122.98,Allegro,168577.0,False,False
Ricardo Arjona,Cómo Duele,5to Piso,album,59753268.0,0.336,0.682,0,C,-4.667,0.0332,0.198,0.353,0.314,139.442,Allegro,210400.0,True,True
Daya,Insomnia,Insomnia,single,154912230.0,0.754,0.653,7,G,-5.095,0.0611,0.0944,0.383,0.379,123.084,Allegro,179746.0,True,True
Tom Grennan,All These Nights,All These Nights,single,15439610.0,0.485,0.859,9,A,-2.479,0.049,0.000267,0.147,0.559,159.908,Vivace,154062.0,True,True
Bas,l e t . g o . m y . h a n d (with Bas & 6LACK),The Off-Season,album,83109952.0,0.583,0.625,1,C# / Db,-8.011,0.277,0.506,0.196,0.516,89.812,Andante,266291.0,False,True
Matchbox Twenty,Real World,Yourself or Someone Like You,album,66168984.0,0.504,0.761,10,A# / Bb,-5.446,0.0437,0.00628,0.0892,0.884,117.999,Moderato / Allegretto,231693.0,True,True
Standly,Pégate,Pégate,single,129726632.0,0.83,0.818,7,G,-5.028,0.0552,0.306,0.0906,0.828,98.008,Andante,186097.0,True,True
Río Roma,Yo Te Prefiero a Ti,Rojo,album,48269452.0,0.481,0.715,4,E,-4.395,0.0551,0.153,0.173,0.375,168.914,Vivace,212176.0,True,True
Leonard Cohen,The Partisan,Songs From A Room,album,23961540.0,0.422,0.21,7,G,-18.32,0.0375,0.885,0.129,0.343,86.872,Andante,205853.0,False,False
Harshdeep Kaur,Zaalima,Raees,compilation,76233619.0,0.486,0.898,9,A,-3.791,0.171,0.309,0.0886,0.648,88.335,Andante,299333.0,True,True
Aphex Twin,Xtal,Selected Ambient Works 85-92,album,30915068.0,0.51,0.505,9,A,-13.053,0.0344,0.342,0.117,0.318,114.532,Moderato / Allegretto,293752.0,False,False
Bryant Myers,Como Panas,Bendecido,album,64837989.0,0.638,0.609,10,A# / Bb,-5.929,0.214,0.407,0.146,0.377,157.947,Vivace,198997.0,False,False
Neeti Mohan,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",single,22770222.0,0.471,0.329,0,C,-11.958,0.0312,0.78,0.117,0.144,126.107,Allegro,341780.0,True,True
Jeff Beck,Constipated Duck,Blow By Blow,album,1191801.0,0.601,0.783,11,B,-9.314,0.0348,0.0334,0.103,0.917,96.941,Andante,168067.0,True,True
Mägo de Oz,Molinos De Viento,La Leyenda De La Mancha,album,115522532.0,0.491,0.877,7,G,-3.758,0.0425,0.000259,0.0876,0.819,138.31,Allegro,251681.0,False,False
Willie Nelson,Pancho and Lefty,The Essential Merle Haggard: The Epic Years,album,61905067.0,0.693,0.454,2,D,-12.44,0.0332,0.796,0.143,0.54,122.641,Allegro,287627.0,True,True
Mabel,Don't Call Me Up - R3HAB Remix,Don't Call Me Up (Remixes),single,83945462.0,0.752,0.812,6,F# / Gb,-4.41,0.183,0.287,0.0897,0.58,108.05,Andante,153333.0,False,True
Bonnie Tyler,Have You Ever Seen the Rain?,Faster Than the Speed of Night,album,8515383.0,0.545,0.702,4,E,-12.182,0.0542,0.0875,0.198,0.496,119.976,Moderato / Allegretto,248560.0,True,True
Víctor Manuelle,Por Ella,Inconfundible,album,24822100.0,0.744,0.678,2,D,-8.22,0.0497,0.211,0.208,0.913,172.915,Vivace,278000.0,False,False
La Adictiva,JGL,JGL,single,219495444.0,0.702,0.586,8,G# / Ab,-5.317,0.118,0.55,0.27,0.965,112.852,Moderato / Allegretto,158093.0,False,False
Chelsea Cutler,Men On The Moon,Men On The Moon,single,15376156.0,0.552,0.517,8,G# / Ab,-7.906,0.0245,0.0211,0.152,0.105,79.512,Andante,220798.0,True,True
Ludacris,Rollout (My Business),Word Of Mouf,album,58348754.0,0.921,0.668,7,G,-8.73,0.235,0.0949,0.592,0.892,131.059,Allegro,296587.0,True,True
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),Coloring Book,album,277649769.0,0.505,0.397,5,F,-9.349,0.324,0.716,0.0853,0.558,95.063,Andante,219683.0,True,True
LP,Other People,Lost on You,album,72457420.0,0.55,0.677,11,B,-4.679,0.0259,0.0842,0.144,0.489,90.992,Andante,244946.0,True,True
Cage The Elephant,Sweetie Little Jean,Tell Me I'm Pretty,album,52370622.0,0.524,0.532,6,F# / Gb,-6.07,0.026,0.0285,0.242,0.367,135.678,Allegro,224893.0,True,True
Ryan Castro,Jordan,Jordan,single,347935894.0,0.796,0.68,10,A# / Bb,-5.555,0.37,0.0575,0.103,0.71,179.923,Presto,176143.0,True,True
MNEK,Ready For Your Love,Sirens,album,114427052.0,0.677,0.753,5,F,-7.038,0.154,0.0531,0.333,0.471,121.939,Allegro,198881.0,True,True
