Artist,Track,Album,Album_type,Stream,Danceability,Energy,Key,Key_name,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Tempo_category,Duration_ms,Licensed,official_video
Jackson Browne,These Days,For Everyman,album,32954129.0,0.472,0.357,5,F,-11.333,0.0284,0.516,0.114,0.28,138.212,Allegro,284840.0,False,False
The Killers,Smile Like You Mean It,Hot Fuss,album,135594576.0,0.346,0.965,3,D# / Eb,-4.255,0.146,0.000461,0.214,0.384,125.043,Allegro,234107.0,True,True
Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),single,366557980.0,0.717,0.671,0,C,-5.077,0.0337,0.0018,0.0921,0.699,110.054,Moderato / Allegretto,160657.0,True,True
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,Lady Soul (With Bonus Selections),album,164794358.0,0.603,0.271,5,F,-10.083,0.0284,0.679,0.141,0.405,110.89,Moderato / Allegretto,165333.0,True,True
Rekha Bhardwaj,"Mileya Mileya (From ""Happy Ending)",Happy Ending (Original Motion Picture Soundtrack),single,26564569.0,0.726,0.456,0,C,-9.094,0.0414,0.227,0.13,0.388,124.976,Allegro,266279.0,True,True
NATTAN,P Q P,Carona no Foguete,single,27939735.0,0.736,0.907,0,C,-2.131,0.0356,0.538,0.0457,0.932,150.023,Allegro,157313.0,True,True
Mustard,MAGIC,RAMONA PARK BROKE MY HEART,album,22292573.0,0.743,0.601,4,E,-6.684,0.181,0.272,0.496,0.284,89.97,Andante,226006.0,True,True
One Direction,What Makes You Beautiful,Up All Night,album,859532201.0,0.726,0.787,4,E,-2.494,0.0737,0.009,0.0596,0.888,124.99,Allegro,199987.0,True,True
James Arthur,Naked,YOU,album,553107737.0,0.525,0.61,6,F# / Gb,-6.793,0.0404,0.084,0.0572,0.293,101.875,Andante,233400.0,True,True
Wale,On Chill (feat. Jeremih),Wow... That's Crazy,album,134334957.0,0.597,0.733,1,C# / Db,-6.017,0.41,0.134,0.159,0.639,171.016,Vivace,214035.0,True,True
Thomas Newman,Shawshank Prison - Stoic Theme,The Shawshank Redemption,compilation,14707032.0,0.079,0.149,7,G,-20.372,0.0486,0.102,0.111,0.111,81.277,Andante,112973.0,True,True
Grimes,Violence - Original Mix,Miss Anthropocene (Deluxe Edition),album,46836401.0,0.533,0.9,5,F,-4.973,0.0495,0.00143,0.129,0.0795,99.983,Andante,220617.0,True,True
D12,American Psycho II,D-12 World,album,37689533.0,0.646,0.83,6,F# / Gb,-4.456,0.32,0.403,0.138,0.71,93.364,Andante,224240.0,False,False
Mc Poze do Rodo,Ai Calica,O Sábio,album,8588810.0,0.803,0.729,11,B,-4.057,0.152,0.193,0.0744,0.777,95.019,Andante,186947.0,True,True
Los Huracanes del Norte,Que Me Lleve El Diablo - En Vivo,En Vivo Desde Monterrey,album,46649603.0,0.35,0.653,10,A# / Bb,-7.093,0.0304,0.213,0.57,0.69,155.602,Allegro,211493.0,True,True
Ado,Fleeting Lullaby,UTA'S SONGS ONE PIECE FILM RED,album,41781471.0,0.524,0.914,6,F# / Gb,-2.104,0.12,0.179,0.17,0.63,89.015,Andante,173373.0,False,True
Yoko Ono,Instant Karma! (We All Shine On) - Ultimate Mix,GIMME SOME TRUTH. (Deluxe),album,7491076.0,0.621,0.948,9,A,-6.416,0.102,0.00465,0.393,0.495,119.86,Moderato / Allegretto,202200.0,True,True
Skepta,Energy (Stay Far Away),Energy (Stay Far Away),single,101173887.0,0.836,0.614,8,G# / Ab,-4.543,0.311,0.345,0.088,0.603,101.97,Andante,199521.0,True,True
Antônio Carlos Jobim,O Morro Não Tem Vez,"The Composer Of Desafinado, Plays",album,21779397.0,0.646,0.24,7,G,-20.377,0.0408,0.391,0.0811,0.917,143.967,Allegro,200867.0,False,False
ZAYN,fOoL fOr YoU,Mind Of Mine (Deluxe Edition),album,206577757.0,0.52,0.513,7,G,-7.208,0.0256,0.281,0.0976,0.17,77.903,Andante,202213.0,True,True
Akon,Locked Up,Trouble Deluxe Edition,album,139363204.0,0.833,0.568,7,G,-4.312,0.0847,0.0262,0.11,0.369,89.958,Andante,235067.0,True,True
Queen,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),album,1443216194.0,0.933,0.528,5,F,-6.472,0.162,0.112,0.163,0.756,109.975,Moderato / Allegretto,214653.0,True,True
Antonio Aguilar,Bandido De Amores,Grandes Duetos,album,53367571.0,0.415,0.504,10,A# / Bb,-6.05,0.0649,0.824,0.322,0.97,189.937,Presto,178933.0,False,False
Kid Cudi,Pursuit Of Happiness (Nightmare),Man On The Moon: The End Of Day (Deluxe),album,599923605.0,0.63,0.605,0,C,-8.951,0.0414,0.484,0.298,0.266,115.277,Moderato / Allegretto,295293.0,True,True
Nat King Cole,The Christmas Song (Merry Christmas To You),The Christmas Song (Expanded Edition),album,387821531.0,0.319,0.21,1,C# / Db,-15.231,0.0341,0.92,0.138,0.209,78.696,Andante,192160.0,True,True
Ashe,I'm Fine,Ashlyn,album,15410440.0,0.521,0.486,9,A,-6.547,0.0273,0.0951,0.147,0.279,147.964,Allegro,136345.0,True,True
Josh Turner,Why Don't We Just Dance,Haywire,album,123079939.0,0.677,0.776,5,F,-5.933,0.0386,0.42,0.0954,0.642,121.834,Allegro,192800.0,True,True
Harshdeep Kaur,Uff,Bang Bang (Original Motion Picture Soundtrack),single,15122641.0,0.783,0.671,5,F,-8.572,0.064,0.294,0.134,0.651,141.996,Allegro,272112.0,True,True
PSY,Now (feat. Hwa Sa),PSY 9th,album,2656755.0,0.575,0.83,10,A# / Bb,-2.704,0.0421,0.00317,0.0381,0.504,151.966,Allegro,207982.0,True,True
Sam Smith,Gimme (feat. Koffee & Jessie Reyez),Gloria,album,13385723.0,0.682,0.446,10,A# / Bb,-8.152,0.0596,0.0995,0.431,0.746,104.855,Andante,169973.0,True,True
Pedro Capó,Perdiendo la Cabeza,Crónicas de una Guerra,album,121240058.0,0.735,0.835,2,D,-3.096,0.214,0.0901,0.291,0.739,167.884,Vivace,165360.0,True,True
Logic,Gang Related,Under Pressure (Deluxe),album,137844762.0,0.597,0.856,10,A# / Bb,-7.089,0.0431,0.209,0.278,0.771,131.95,Allegro,167320.0,False,False
The Goo Goo Dolls,Slide,Dizzy up the Girl,album,219231273.0,0.395,0.843,8,G# / Ab,-4.476,0.0374,0.00483,0.0404,0.481,112.423,Moderato / Allegretto,212067.0,True,True
K.Flay,FML,FML,single,23309921.0,0.534,0.633,4,E,-9.21,0.134,0.00456,0.129,0.341,94.921,Andante,207724.0,True,True
Cássia Eller,Malandragem,Cássia Eller Em Casa,compilation,35180365.0,0.542,0.688,2,D,-5.882,0.0322,0.11,0.168,0.214,132.993,Allegro,250373.0,True,True
RBD,Sólo Quédate En Silencio,Rebelde,album,88563370.0,0.464,0.775,7,G,-4.838,0.0313,0.203,0.0478,0.672,184.089,Presto,219520.0,False,False
Lil Durk,Broadway Girls (feat. Morgan Wallen),7220 (Reloaded),album,171042961.0,0.659,0.745,10,A# / Bb,-3.599,0.0347,0.0417,0.296,0.54,74.967,Adagio,185600.0,False,True
Andrés Calamaro,Hong Kong,El Madrileño,album,26421597.0,0.649,0.376,4,E,-7.528,0.039,0.0626,0.0911,0.434,97.848,Andante,203507.0,True,True
Afrojack,Ten Feet Tall,Forget The World (Deluxe),album,156759906.0,0.523,0.861,0,C,-3.447,0.0644,0.0336,0.144,0.346,127.049,Allegro,229149.0,True,True
The Prodigy,Out of Space,Experience,album,52108347.0,0.652,0.944,9,A,-4.804,0.0515,0.00225,0.103,0.454,147.078,Allegro,302107.0,False,True
Swedish House Mafia,Turn On The Lights again.. (feat. Future),USB,single,69441242.0,0.683,0.887,6,F# / Gb,-4.944,0.0497,0.0125,0.318,0.551,132.007,Allegro,267947.0,True,True
Machine Gun Kelly,bloody valentine,Tickets To My Downfall,album,280845476.0,0.533,0.858,2,D,-4.212,0.0766,0.00021,0.148,0.506,160.057,Vivace,205159.0,True,True
White Noise Baby Sleep,"Soothing Brown Noise to Relieve Insomnia, Sleeping Problem, Anxiety, Stress in Babies & Parents",White Noise for Sleeping Babies,album,16395168.0,0.0773,0.273,9,A,-22.609,0.121,0.12,0.114,0.00237,84.176,Andante,593897.0,True,True
M. M. Keeravani,"Komuram Bheemudo (From ""RRR"")","Komuram Bheemudo (From ""RRR"")",single,9933751.0,0.66,0.495,2,D,-9.325,0.0403,0.923,0.08,0.448,82.021,Andante,254219.0,True,True
Jimi Hendrix,All Along the Watchtower,Electric Ladyland,album,583331585.0,0.438,0.805,8,G# / Ab,-6.237,0.0624,0.00255,0.0842,0.564,113.253,Moderato / Allegretto,240800.0,False,False
BLACKPINK,Hard to Love,BORN PINK,album,80013758.0,0.654,0.768,5,F,-5.007,0.0431,0.00616,0.202,0.505,104.97,Andante,162570.0,False,False
Nelly Furtado,Maneater,Loose,album,400248405.0,0.796,0.777,6,F# / Gb,-4.81,0.0397,0.0261,0.121,0.787,132.722,Allegro,258893.0,True,True
Yann Tiersen,Le Matin,Les retrouvailles,album,7470160.0,0.529,0.0481,3,D# / Eb,-27.086,0.0596,0.992,0.105,0.194,60.994,Lento / Largo,118560.0,True,True
Gazo,Daddy chocolat,Cartel : volume 1,album,87307311.0,0.721,0.523,7,G,-8.399,0.147,0.0693,0.281,0.757,141.034,Allegro,191985.0,False,True
Vince Staples,WHEN SPARKS FLY,RAMONA PARK BROKE MY HEART,album,10670391.0,0.699,0.782,2,D,-5.538,0.124,0.00664,0.182,0.227,161.721,Vivace,227873.0,False,True
Ella Fitzgerald,What Are You Doing New Year's Eve?,Ella Wishes You A Swinging Christmas (Expanded Edition),album,22005346.0,0.345,0.253,3,D# / Eb,-10.555,0.0404,0.983,0.137,0.249,138.079,Allegro,212107.0,False,False
T-Pain,Jerry Sprunger (with T-Pain),Chixtape 5,album,132840820.0,0.76,0.746,0,C,-5.331,0.227,0.137,0.0905,0.449,100.011,Andante,233546.0,False,True
Billy Ray Cyrus,Old Town Road - Diplo Remix,Old Town Road (Diplo Remix),single,108284438.0,0.766,0.771,6,F# / Gb,-9.108,0.0576,0.00407,0.113,0.297,140.036,Allegro,204027.0,True,True
Madlib,Figaro,Madvillainy,album,39707839.0,0.836,0.812,2,D,-6.985,0.215,0.188,0.0982,0.769,92.009,Andante,145707.0,True,True
The Score,Revolution,ATLAS,album,113547577.0,0.574,0.833,8,G# / Ab,-6.239,0.0563,0.0611,0.105,0.574,86.008,Andante,231987.0,True,True
H.E.R.,Could've Been (feat. Bryson Tiller),I Used To Know Her,album,297699092.0,0.45,0.352,1,C# / Db,-11.733,0.267,0.649,0.249,0.408,102.679,Andante,252747.0,True,True
The Lyndhurst Orchestra,Honor Him,Gladiator: 20th Anniversary Edition,album,52877711.0,0.194,0.11,6,F# / Gb,-23.824,0.0396,0.859,0.117,0.0395,68.079,Adagio,79840.0,False,False
Crowded House,Mean To Me,Crowded House,album,14676981.0,0.485,0.76,9,A,-14.838,0.0412,0.0715,0.221,0.602,119.02,Moderato / Allegretto,196027.0,False,False
La Sonora Santanera,Bomboro Quiñá Quiñá (with Rubén Albarrán),La Sonora Santanera en Su 60 Aniversario,album,28349151.0,0.967,0.727,7,G,-4.257,0.0554,0.684,0.697,0.819,119.976,Moderato / Allegretto,164040.0,True,True
Ava Max,Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),single,300564505.0,0.504,0.788,3,D# / Eb,-4.113,0.215,0.0134,0.363,0.228,170.039,Vivace,186022.0,False,False
Khalid,lovely (with Khalid),lovely (with Khalid),single,2110573779.0,0.351,0.296,4,E,-10.109,0.0333,0.934,0.095,0.12,115.284,Moderato / Allegretto,200186.0,True,True
Bread,Baby I'm-a Want You,Baby I'm-a Want You,album,54333758.0,0.613,0.289,8,G# / Ab,-16.529,0.0305,0.743,0.0617,0.553,144.188,Allegro,150707.0,False,False
Tom Jones,Green Green Grass Of Home,"Green, Green Grass Of Home",album,54201521.0,0.543,0.41,8,G# / Ab,-13.253,0.0268,0.157,0.0996,0.817,95.363,Andante,184893.0,False,False
AURORA,Runaway,All My Demons Greeting Me as a Friend (Deluxe),album,637535198.0,0.459,0.276,11,B,-10.339,0.036,0.63,0.104,0.128,114.169,Moderato / Allegretto,248827.0,True,True
Fito y Fitipaldis,Acabo de llegar,Por la boca vive el pez,album,27307573.0,0.565,0.87,0,C,-3.895,0.0409,0.252,0.526,0.886,145.164,Allegro,375120.0,True,True
Traditional,"Il est né, le divin enfant",Les chants de Noël du monde,compilation,38212.0,0.294,0.0754,9,A,-29.254,0.046,0.991,0.154,0.354,84.099,Andante,104947.0,False,False
Los Caminantes,Todo Me Gusta de Ti,"Nuestras Canciones Romanticas Favoritas ""20 Exitazos""",album,19712599.0,0.616,0.521,0,C,-8.39,0.0247,0.703,0.104,0.689,101.206,Andante,164107.0,True,True
Lorenzo,La Kush,Légende Vivante,album,8959771.0,0.813,0.886,8,G# / Ab,-5.668,0.0965,0.052,0.122,0.883,135.068,Allegro,139640.0,False,True
Staind,Something to Remind You,Staind,album,32888027.0,0.414,0.295,10,A# / Bb,-9.271,0.033,0.846,0.079,0.218,125.833,Allegro,247053.0,True,True
Zac Brown Band,Loving You Easy,JEKYLL + HYDE,album,115079809.0,0.721,0.585,1,C# / Db,-4.184,0.0276,0.0143,0.0682,0.355,99.0,Andante,155653.0,True,True
Katy Perry,California Gurls,Teenage Dream,album,569808223.0,0.788,0.753,0,C,-3.71,0.0536,0.0038,0.18,0.403,125.005,Allegro,234653.0,True,True
Ava Max,My Head & My Heart,Heaven & Hell,album,405052573.0,0.614,0.934,9,A,-3.709,0.07,0.0697,0.121,0.436,116.001,Moderato / Allegretto,174760.0,True,True
Böhse Onkelz,Auf gute Freunde,E.I.N.S.,album,63064627.0,0.614,0.838,11,B,-6.467,0.0423,0.00913,0.0835,0.49,139.955,Allegro,317827.0,True,True
Marracash,NEMESI (feat. BLANCO),"NOI, LORO, GLI ALTRI",album,47049280.0,0.736,0.736,0,C,-7.597,0.0641,0.136,0.0753,0.333,120.02,Moderato / Allegretto,175627.0,False,True
Billy Idol,Bitter Taste,Bitter Taste,single,11012831.0,0.579,0.934,10,A# / Bb,-4.543,0.0473,0.0145,0.183,0.699,119.002,Moderato / Allegretto,266759.0,True,True
Zé Felipe,Malvada,Malvada,single,141429218.0,0.894,0.859,5,F,-2.981,0.0471,0.159,0.075,0.888,134.947,Allegro,145854.0,True,True
Bailey Zimmerman,Fall In Love,Fall In Love,single,101104052.0,0.524,0.643,9,A,-6.055,0.0297,0.451,0.221,0.397,135.962,Allegro,232059.0,True,True
David Guetta,Love Tonight (David Guetta Remix Edit),Love Tonight (David Guetta Remix),single,286514811.0,0.621,0.989,10,A# / Bb,-4.225,0.0434,0.015,0.184,0.0348,126.002,Allegro,158095.0,True,True
Ella Fitzgerald,Cheek To Cheek,The Complete Ella And Louis On Verve,album,119915913.0,0.663,0.264,0,C,-14.571,0.0914,0.706,0.1,0.657,122.482,Allegro,354533.0,True,True
Felix Jaehn,So Close,So Close (feat. Georgia Ku),single,350155860.0,0.7,0.872,10,A# / Bb,-5.896,0.0666,0.121,0.103,0.761,125.03,Allegro,190302.0,True,True
R3HAB,Worlds On Fire (with R3HAB & Au/Ra),Worlds On Fire (with R3HAB & Au/Ra),single,17009287.0,0.621,0.756,5,F,-5.623,0.114,0.0752,0.65,0.265,124.039,Allegro,174194.0,False,True
Vance Joy,Georgia,Dream Your Life Away (Special Edition),album,416910216.0,0.388,0.66,11,B,-7.372,0.0308,0.312,0.0943,0.401,143.554,Allegro,230507.0,True,True
Janet Jackson,That's The Way Love Goes,Janet,album,113771683.0,0.703,0.7,5,F,-6.789,0.0693,0.302,0.0718,0.582,97.675,Andante,265107.0,True,True
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,single,290520956.0,0.776,0.808,11,B,-4.501,0.117,0.0297,0.103,0.494,123.988,Allegro,184104.0,True,True
Kendo Kaponi,Amor,El Alfa y el Omega,album,7502746.0,0.723,0.646,1,C# / Db,-5.691,0.28,0.0475,0.0965,0.345,169.983,Vivace,243827.0,False,False
Alan Gomez,LA JOAQUI | Mission 08,LA JOAQUI | Mission 08,single,33315896.0,0.81,0.393,4,E,-9.029,0.275,0.495,0.0618,0.508,90.006,Andante,149500.0,False,True
The Alchemist,Great Adventures,Super Tecmo Bo,album,5532087.0,0.499,0.468,1,C# / Db,-11.023,0.522,0.703,0.167,0.719,163.117,Vivace,107253.0,False,False
Jeremy Soule,From Past to Present,The Elder Scrolls V: Skyrim: Original Game Soundtrack,album,27125879.0,0.0717,0.0921,0,C,-21.53,0.0391,0.983,0.0748,0.0359,69.286,Adagio,304008.0,True,True
Alphaville,A Victory of Love - 2019 Remaster,Forever Young (Super Deluxe Edition; 2019 Remaster),album,7244584.0,0.737,0.41,9,A,-10.39,0.0518,0.0425,0.0513,0.566,118.674,Moderato / Allegretto,257042.0,True,True
Carly Simon,You Belong to Me,Boys in the Trees,album,8790754.0,0.635,0.661,5,F,-7.848,0.0471,0.26,0.0906,0.857,108.975,Andante,232667.0,False,True
Mon Laferte,Si Tú Me Quisieras,Mon Laferte (Vol. 1),album,85924409.0,0.317,0.745,5,F,-6.479,0.162,0.458,0.338,0.621,209.795,Prestissimo,202333.0,True,True
Chet Baker,It's Always You - Vocal Version,Chet Baker Sings,album,52963093.0,0.499,0.0341,8,G# / Ab,-22.31,0.0417,0.923,0.131,0.31,81.735,Andante,215467.0,False,False
Amitabh Bhattacharya,Kesariya,Brahmastra (Original Motion Picture Soundtrack),album,237685270.0,0.577,0.574,0,C,-6.525,0.0278,0.572,0.1,0.436,94.009,Andante,268165.0,True,True
Mika Singh,Ishqam,Ishqam,single,25044115.0,0.735,0.839,10,A# / Bb,-4.263,0.0381,0.129,0.41,0.609,100.017,Andante,194419.0,True,True
Chris Rea,I Can Hear Your Heartbeat,Water Sign,album,6237805.0,0.689,0.722,7,G,-8.575,0.0313,0.0034,0.0488,0.97,123.145,Allegro,211146.0,False,False
Ms. Lauryn Hill,Fu-Gee-La,The Score (Expanded Edition),album,126371223.0,0.681,0.505,1,C# / Db,-11.709,0.138,0.137,0.234,0.399,89.953,Andante,260067.0,True,True
Jeff Beck,People Get Ready,Flash,album,14131429.0,0.502,0.352,2,D,-14.362,0.0276,0.437,0.293,0.358,143.685,Allegro,292693.0,True,True
D.O.D,Take Your Time - D.O.D Remix,Take Your Time (D.O.D Remix),single,7615375.0,0.487,0.682,7,G,-4.6,0.0527,0.166,0.0877,0.356,123.391,Allegro,197403.0,True,True
RAYE,Secrets,Secrets,single,357957021.0,0.848,0.768,6,F# / Gb,-5.386,0.0373,0.0412,0.195,0.777,118.961,Moderato / Allegretto,176767.0,True,True
Nardo Wick,Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),album,70782619.0,0.66,0.373,11,B,-10.234,0.595,0.149,0.106,0.35,167.912,Vivace,151776.0,True,True
Babasónicos,El Colmo,Anoche,album,29526044.0,0.699,0.659,6,F# / Gb,-6.091,0.0265,0.014,0.0992,0.744,124.053,Allegro,160787.0,True,True
Ezhel,Allah’ından Bul,Allah’ından Bul,single,86061108.0,0.893,0.49,5,F,-6.563,0.0589,0.197,0.102,0.517,108.032,Andante,181074.0,True,True
John Lennon,Jealous Guy - Remastered 2010,Imagine,album,104641455.0,0.489,0.389,4,E,-11.653,0.0284,0.877,0.105,0.254,131.366,Allegro,257787.0,True,True
Raí Saia Rodada,Filho do Mato,Filho do Mato,single,42995424.0,0.631,0.918,2,D,-4.764,0.0345,0.562,0.337,0.943,159.83,Vivace,172571.0,True,True
Chris Rea,Looking for the Summer,Auberge,album,20398820.0,0.565,0.67,11,B,-13.777,0.032,0.0808,0.0518,0.253,95.027,Andante,303600.0,False,False
Marca MP,El Güero (Feat. Marca MP),El Güero (Feat. Marca MP),single,229788191.0,0.625,0.554,10,A# / Bb,-5.531,0.0618,0.417,0.305,0.846,111.911,Moderato / Allegretto,213254.0,True,True
Yusuf / Cat Stevens,Moonshadow - Remastered 2021,Teaser And The Firecat (Remastered 2021),album,61832277.0,0.636,0.373,2,D,-9.062,0.0289,0.56,0.0864,0.548,130.618,Allegro,168120.0,True,True
Tate McRae,feel like shit,i used to think i could fly,album,141798888.0,0.519,0.383,7,G,-7.174,0.0495,0.572,0.124,0.157,144.565,Allegro,203480.0,True,True
Ocean Sounds,White Noise Waves,Baby Sleep: Ocean Sounds,album,6090558.0,0.0738,0.352,3,D# / Eb,-15.778,0.0619,0.0673,0.294,0.0185,173.517,Vivace,108500.0,True,True
Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 2 : Prelude No.3 in C sharp major BWV872","Bach, JS : Well-Tempered Clavier Books 1 & 2",album,1774873.0,0.235,0.0123,1,C# / Db,-31.216,0.0431,0.994,0.11,0.157,133.248,Allegro,120240.0,True,True
will.i.am,#thatPOWER,#willpower (Deluxe),album,220604728.0,0.797,0.608,6,F# / Gb,-6.096,0.0584,0.00112,0.0748,0.402,127.999,Allegro,279507.0,True,True
La Mosca Tse-Tse,El Demonio (Está En Esa Mujer),Visperas De Carnaval,album,1955977.0,0.597,0.688,0,C,-8.088,0.0368,0.0342,0.261,0.767,115.264,Moderato / Allegretto,253827.0,True,True
Eraserheads,Ligaya,Ultraelectromagneticpop!,album,56721416.0,0.559,0.614,4,E,-11.547,0.0768,0.415,0.139,0.662,124.907,Allegro,269733.0,True,True
Kacey Musgraves,Glittery - From The Kacey Musgraves Christmas Show,The Kacey Musgraves Christmas Show,album,45804091.0,0.509,0.307,1,C# / Db,-9.616,0.0307,0.874,0.701,0.392,85.471,Andante,143467.0,True,True
Mc Poze do Rodo,A Cara do Crime 3 (Brinde à Liberdade),A Cara do Crime 3 (Brinde à Liberdade),single,36507822.0,0.616,0.591,11,B,-4.298,0.318,0.284,0.0791,0.704,173.817,Vivace,300690.0,True,True
Justin Bieber,Mistletoe,Under The Mistletoe (Deluxe Edition),album,622252277.0,0.657,0.56,6,F# / Gb,-9.049,0.0467,0.498,0.0794,0.854,161.993,Vivace,182947.0,True,True
Sublime,Waiting For My Ruca,40oz. To Freedom,album,38907764.0,0.925,0.229,4,E,-9.68,0.445,0.579,0.116,0.168,104.273,Andante,140227.0,True,True
Ankit Tiwari,Shaamat,Ek Villain Returns,album,18327906.0,0.537,0.628,10,A# / Bb,-5.342,0.029,0.148,0.0355,0.514,97.87,Andante,334173.0,True,True
Fuego,PAP (Pendiente Al Paso),PAP (Pendiente Al Paso),single,9887166.0,0.706,0.743,5,F,-6.822,0.039,0.428,0.149,0.287,126.009,Allegro,164242.0,False,True
Don Toliver,Mystery Lady,Studying Abroad: Extended Stay,album,141369736.0,0.747,0.494,3,D# / Eb,-7.957,0.141,0.393,0.0982,0.624,76.006,Adagio,228453.0,True,True
James Taylor,Fire and Rain - 2019 Remaster,Sweet Baby James (2019 Remaster),album,267150535.0,0.597,0.271,5,F,-17.293,0.0394,0.766,0.0933,0.338,76.271,Adagio,203613.0,True,True
DMX,We Right Here,The Great Depression,album,27410550.0,0.67,0.675,9,A,-5.637,0.196,0.00529,0.312,0.686,185.903,Presto,267707.0,True,True
U2,Beautiful Day,All That You Can't Leave Behind,album,434312667.0,0.539,0.926,2,D,-6.495,0.0499,0.014,0.36,0.454,136.279,Allegro,246400.0,True,True
Bazzi,Myself,COSMIC,album,248613540.0,0.745,0.561,9,A,-5.513,0.072,0.465,0.0338,0.902,195.918,Presto,167553.0,True,True
La Quinta Estacion,Que Te Quería,Recuérdame Con Cartas Y Algo Más... Los Exitos (Deluxe Edition),album,30281939.0,0.518,0.878,9,A,-5.76,0.0772,0.0145,0.179,0.599,142.963,Allegro,227840.0,True,True
Snow Patrol,Set The Fire To The Third Bar,Eyes Open,album,56348258.0,0.547,0.368,11,B,-7.053,0.0255,0.537,0.0955,0.367,96.05,Andante,203613.0,True,True
Aimer,escalate,escalate,single,1230856.0,0.325,0.896,5,F,-3.711,0.0917,0.000141,0.329,0.131,87.416,Andante,242342.0,True,True
I Virtuosi Italiani,Angel Falls,Angel Falls,single,107485.0,0.276,0.126,1,C# / Db,-16.71,0.0393,0.97,0.117,0.149,86.865,Andante,311805.0,True,True
City Girls,Ex For A Reason (with JT from City Girls),Still Over It,album,62580633.0,0.726,0.728,11,B,-5.775,0.0408,0.239,0.177,0.566,115.047,Moderato / Allegretto,225502.0,True,True
Kumaar,Kho Gaye Hum Kahan,Baar Baar Dekho (Original Motion Picture Soundtrack),single,71300262.0,0.778,0.227,1,C# / Db,-16.191,0.0379,0.983,0.113,0.38,116.033,Moderato / Allegretto,213056.0,True,True
Olivia,It's On Again,Olivia,album,79473.0,0.601,0.397,9,A,-9.153,0.029,0.157,0.0679,0.155,133.803,Allegro,275667.0,False,False
Steely Dan,Reelin' In The Years,Can't Buy A Thrill,album,214238295.0,0.494,0.54,2,D,-17.34,0.0348,0.154,0.0878,0.723,134.976,Allegro,277468.0,False,False
George Frideric Handel,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano & Bass)",Tranquillo II,album,6387480.0,0.421,0.0148,5,F,-24.75,0.0663,0.994,0.0921,0.508,59.082,Lento / Largo,212640.0,True,True
Los Tucanes De Tijuana,Espejeando,Amor Platónico,album,44708780.0,0.822,0.699,4,E,-5.834,0.057,0.0375,0.278,0.97,140.23,Allegro,183080.0,True,True
Billy Talent,Devil on My Shoulder,Billy Talent III (Special Edition),album,38867025.0,0.588,0.892,2,D,-4.322,0.0337,0.00193,0.32,0.565,95.905,Andante,229533.0,True,True
Luther Vandross,Here and Now,The Best of Luther Vandross The Best of Love,compilation,30558899.0,0.571,0.285,7,G,-14.453,0.027,0.528,0.0853,0.244,74.967,Adagio,323000.0,True,True
Kevin Gates,Big Gangsta,Big Gangsta,single,165842282.0,0.879,0.574,10,A# / Bb,-5.602,0.391,0.519,0.144,0.346,144.911,Allegro,243463.0,True,True
Kimbra,replay!,A Reckoning,album,307183.0,0.806,0.612,11,B,-9.805,0.0813,0.0305,0.063,0.457,127.996,Allegro,236424.0,True,True
El Cuarteto De Nos,Yendo a la Casa de Damián,Raro,album,30016860.0,0.661,0.75,9,A,-5.816,0.0402,0.0614,0.267,0.524,105.984,Andante,254106.0,False,False
Sleepy Hallow,2055,Still Sleep?,album,531964152.0,0.829,0.512,6,F# / Gb,-5.865,0.187,0.492,0.12,0.638,80.511,Andante,123987.0,True,True
Misfits,Some Kinda Hate - C.I. Recording 1978,The Misfits Box Set,album,12450113.0,0.42,0.944,0,C,-9.296,0.0491,0.0599,0.101,0.323,151.261,Allegro,121573.0,True,True
Kato,Gurenge Lofi (Demon Slayer),Sleep Anime Lofi Beats,album,7133338.0,0.622,0.124,4,E,-24.872,0.0369,0.717,0.095,0.178,134.025,Allegro,72517.0,True,True
Mc Poze do Rodo,Poesia Acústica 11: Nada Mudou,Poesia Acústica 11: Nada Mudou,single,96301697.0,0.725,0.622,7,G,-5.573,0.0438,0.579,0.144,0.356,119.985,Moderato / Allegretto,600000.0,True,True
Muse,Undisclosed Desires,The Resistance,album,152135034.0,0.683,0.585,8,G# / Ab,-6.76,0.0323,0.00819,0.0797,0.641,115.997,Moderato / Allegretto,235000.0,True,True
T.I.,Dead And Gone,Paper Trail,album,204833456.0,0.713,0.746,0,C,-4.99,0.259,0.0402,0.601,0.47,135.021,Allegro,299747.0,True,True
Caetano Veloso,O Leãozinho - Ao Vivo Em São Paulo / 2017,Ofertório (Ao Vivo),album,23504749.0,0.651,0.151,0,C,-17.553,0.0422,0.959,0.722,0.379,117.721,Moderato / Allegretto,176563.0,True,True
